,Air Quality Health Index,Carbon Monoxide,Fine Particulate Matter,Methane,Nitric Oxide,Nitrogen Dioxide,Non-methane Hydrocarbons,Outdoor Temperature,Ozone,Relative Humidity,Total Oxides of Nitrogen,Wind Direction,Wind Speed
42907,3.0,0.23,9.8,2.1,0.001,0.008,0.0,15.6,0.038,60.6,0.009,357.0,10.7
42904,3.0,0.22,10.4,2.1,0.001,0.009,0.0,14.5,0.035,64.0,0.01,349.0,12.8
42901,3.0,0.21,9.6,2.1,0.0,0.008,0.0,13.3,0.034,66.4,0.007,324.0,10.2
42898,3.0,0.19,10.4,2.1,0.0,0.007,0.0,12.6,0.034,64.2,0.006,322.0,9.6
42892,3.0,0.19,7.7,2.1,0.0,0.006,0.0,14.0,0.037,53.6,0.006,328.0,11.1
42889,4.0,0.2,6.3,2.1,0.0,0.008,0.0,14.5,0.038,47.9,0.007,338.0,10.3
42886,4.0,0.2,14.2,2.1,0.0,0.013,0.0,15.7,0.037,43.0,0.013,330.0,5.4
42883,4.0,0.21,14.3,2.1,0.0,0.018,0.0,17.4,0.036,35.4,0.017,279.0,4.6
42880,3.0,0.21,6.3,2.1,0.0,0.009,0.0,18.8,0.043,31.9,0.008,290.0,7.1
42877,3.0,0.22,5.2,2.1,0.0,0.005,0.0,20.4,0.048,27.9,0.004,313.0,9.9
42874,3.0,0.21,5.4,2.1,0.0,0.004,0.0,22.0,0.051,23.7,0.003,319.0,11.3
42871,3.0,0.21,5.5,2.1,0.0,0.004,0.0,23.3,0.052,21.6,0.003,310.0,10.8
42868,3.0,0.2,5.7,2.1,0.0,0.003,0.0,24.1,0.053,20.0,0.002,315.0,14.9
42865,3.0,0.22,5.3,2.1,0.0,0.002,0.0,24.4,0.052,21.8,0.002,318.0,9.6
42862,3.0,0.19,5.6,2.1,0.0,0.002,0.0,24.9,0.056,19.7,0.002,124.0,4.6
42859,3.0,0.19,5.3,2.0,0.0,0.002,0.0,24.4,0.054,21.4,0.001,73.0,2.0
42856,3.0,0.19,6.7,2.0,0.0,0.002,0.0,23.8,0.052,22.4,0.002,195.0,4.6
42853,3.0,0.19,6.1,2.1,0.0,0.002,0.0,23.5,0.051,23.4,0.002,139.0,2.8
42838,3.0,0.3,10.2,2.1,0.005,0.014,0.0,18.7,0.029,44.6,0.019,266.0,2.9
42835,3.0,0.32,11.8,2.2,0.008,0.017,0.0,16.8,0.02,57.9,0.026,321.0,2.4
42832,3.0,0.31,13.2,2.2,0.007,0.017,0.0,13.4,0.014,86.5,0.024,347.0,3.9
42817,3.0,0.23,8.3,2.1,0.0,0.014,0.0,13.1,0.026,84.3,0.014,259.0,1.6
42814,3.0,0.23,6.1,2.1,0.0,0.005,0.0,14.7,0.041,71.7,0.004,320.0,3.2
42811,3.0,0.23,4.7,2.1,0.0,0.007,0.0,15.0,0.04,72.9,0.007,307.0,7.3
42808,3.0,0.22,4.1,2.1,0.0,0.005,0.0,15.7,0.045,62.3,0.004,33.0,11.8
42805,3.0,0.23,5.0,2.1,0.0,0.004,0.0,16.8,0.046,55.4,0.004,43.0,20.6
42802,3.0,0.24,6.7,2.1,0.0,0.005,0.0,19.2,0.047,42.7,0.005,11.0,14.5
42799,3.0,0.23,6.0,2.1,0.0,0.005,0.0,22.6,0.046,28.2,0.005,203.0,7.3
42796,3.0,0.22,6.3,2.1,0.0,0.002,0.0,24.4,0.049,22.1,0.002,186.0,5.6
42793,3.0,0.23,6.8,2.1,0.0,0.003,0.0,24.7,0.051,22.1,0.002,197.0,4.0
42790,3.0,0.22,6.6,2.1,0.0,0.002,0.0,25.1,0.055,21.2,0.001,195.0,7.3
42787,4.0,0.23,7.2,2.1,0.0,0.002,0.0,25.0,0.058,22.2,0.002,160.0,3.8
42784,4.0,0.24,7.7,2.1,0.0,0.003,0.0,23.6,0.055,26.0,0.002,331.0,7.9
42781,4.0,0.23,7.9,2.1,0.0,0.002,0.0,24.3,0.059,22.6,0.001,207.0,7.2
42778,4.0,0.24,8.3,2.1,0.0,0.002,0.0,23.9,0.061,23.9,0.002,174.0,6.7
42775,3.0,0.24,8.5,2.1,0.0,0.002,0.0,23.0,0.059,26.5,0.002,183.0,6.5
42772,3.0,0.25,7.9,2.1,0.0,0.003,0.0,21.8,0.053,30.8,0.003,178.0,7.1
42769,3.0,0.29,7.0,2.1,0.001,0.007,0.0,20.0,0.041,39.0,0.008,178.0,5.0
42766,3.0,0.31,8.9,2.2,0.007,0.013,0.0,17.1,0.024,50.9,0.02,263.0,3.1
42763,2.0,0.32,11.6,2.2,0.014,0.019,0.0,14.3,0.014,69.5,0.033,281.0,2.2
42760,2.0,0.3,10.7,2.2,0.008,0.015,0.0,10.8,0.012,96.4,0.023,258.0,1.8
42757,2.0,0.29,9.7,2.3,0.004,0.015,0.0,8.3,0.006,99.3,0.019,238.0,1.7
42745,2.0,0.34,8.4,2.2,0.0,0.014,0.0,9.9,0.013,99.6,0.013,177.0,2.8
42739,3.0,0.26,6.9,2.2,0.0,0.007,0.0,12.7,0.031,74.1,0.006,198.0,2.3
42736,3.0,0.27,6.3,2.1,0.0,0.006,0.0,14.5,0.039,60.7,0.006,190.0,5.3
42733,3.0,0.27,6.2,2.1,0.0,0.006,0.0,16.0,0.043,53.6,0.006,186.0,8.3
42730,3.0,0.28,6.0,2.1,0.0,0.005,0.0,17.2,0.046,47.6,0.005,186.0,8.1
42727,3.0,0.27,6.1,2.1,0.0,0.003,0.0,17.9,0.049,47.4,0.003,198.0,8.7
42724,3.0,0.28,7.0,2.1,0.0,0.005,0.0,18.2,0.049,49.9,0.005,195.0,9.0
42721,4.0,0.28,9.3,2.1,0.0,0.004,0.0,16.5,0.05,69.9,0.004,204.0,3.9
42718,4.0,0.27,9.1,2.1,0.0,0.003,0.0,19.5,0.056,48.0,0.002,180.0,8.6
42715,4.0,0.29,11.3,2.1,0.0,0.003,0.0,22.2,0.063,33.9,0.003,177.0,12.8
42712,4.0,0.3,11.3,2.1,0.0,0.003,0.0,22.3,0.065,32.3,0.003,172.0,11.3
42709,4.0,0.28,10.0,2.1,0.0,0.003,0.0,22.0,0.063,31.8,0.003,169.0,8.9
42706,4.0,0.29,9.8,2.1,0.0,0.003,0.0,21.8,0.061,32.0,0.003,173.0,8.1
42703,4.0,0.31,11.5,2.1,0.0,0.003,0.0,20.7,0.061,36.5,0.003,178.0,11.2
42700,4.0,0.32,11.2,2.1,0.0,0.003,0.0,20.0,0.059,39.0,0.003,183.0,10.4
42697,4.0,0.35,14.7,2.2,0.0,0.005,0.0,18.9,0.053,42.8,0.006,183.0,8.9
42694,4.0,0.35,16.6,2.2,0.003,0.01,0.0,16.6,0.036,50.0,0.013,197.0,5.7
42691,4.0,0.45,23.1,2.3,0.013,0.019,0.0,13.9,0.017,67.3,0.032,220.0,2.8
42688,4.0,0.44,25.1,2.4,0.025,0.026,0.0,11.6,0.007,80.9,0.051,203.0,2.8
42682,3.0,0.49,25.1,2.7,0.009,0.026,0.0,8.2,0.001,99.6,0.035,8.0,1.8
42670,4.0,0.46,29.2,2.5,0.0,0.022,0.0,11.2,0.014,66.8,0.022,146.0,2.1
42667,4.0,0.49,28.3,2.5,0.0,0.02,0.0,11.8,0.018,60.8,0.019,116.0,1.7
42664,4.0,0.4,28.1,2.5,0.0,0.018,0.0,13.6,0.026,50.3,0.018,113.0,1.8
42661,4.0,0.44,26.4,2.5,0.0,0.017,0.0,15.9,0.035,39.4,0.016,119.0,4.8
42658,4.0,0.4,24.1,2.3,0.0,0.012,0.0,17.8,0.046,34.0,0.012,120.0,5.8
42655,5.0,0.32,21.3,2.2,0.0,0.005,0.0,19.4,0.057,29.5,0.005,135.0,5.3
42652,5.0,0.33,19.7,2.1,0.0,0.006,0.0,19.8,0.059,28.3,0.005,140.0,5.5
42649,5.0,0.32,20.0,2.1,0.0,0.005,0.0,20.4,0.062,27.3,0.005,122.0,6.7
42646,5.0,0.3,20.4,2.1,0.0,0.004,0.0,20.6,0.065,25.1,0.004,196.0,3.4
42643,5.0,0.31,21.8,2.1,0.0,0.004,0.0,20.9,0.064,25.4,0.004,211.0,3.6
42640,5.0,0.33,25.9,2.1,0.0,0.005,0.0,20.0,0.064,27.3,0.005,11.0,2.4
42637,5.0,0.35,32.6,2.1,0.0,0.005,0.0,19.7,0.064,28.6,0.005,211.0,2.1
42634,5.0,0.37,37.2,2.1,0.0,0.005,0.0,18.6,0.062,33.2,0.005,177.0,3.8
42631,5.0,0.37,37.7,2.1,0.0,0.006,0.0,17.3,0.059,37.7,0.006,151.0,4.1
42628,4.0,0.37,32.8,2.2,0.001,0.008,0.0,16.1,0.052,43.0,0.009,149.0,4.5
42625,4.0,0.37,24.2,2.2,0.002,0.008,0.0,15.0,0.045,49.7,0.01,183.0,3.8
42622,3.0,0.4,22.8,2.2,0.003,0.011,0.0,13.3,0.032,64.8,0.014,182.0,4.9
42619,3.0,0.42,19.6,2.3,0.012,0.02,0.0,12.2,0.017,81.8,0.031,193.0,1.0
42613,3.0,0.47,23.7,2.6,0.015,0.026,0.0,7.5,0.004,99.6,0.041,345.0,3.8
42610,3.0,0.4,21.7,2.6,0.005,0.024,0.0,6.8,0.004,99.5,0.029,341.0,3.8
42604,3.0,0.37,22.4,2.3,0.0,0.014,0.0,7.5,0.014,99.6,0.013,1.0,1.9
42601,4.0,0.41,23.3,2.3,0.0,0.014,0.0,8.4,0.019,99.8,0.014,16.0,2.1
42598,4.0,0.44,24.3,2.3,0.0,0.02,0.0,8.8,0.016,92.6,0.02,359.0,2.6
42595,4.0,0.44,22.4,2.3,0.0,0.024,0.0,9.5,0.018,72.0,0.024,306.0,2.2
42592,4.0,0.41,22.0,2.2,0.0,0.014,0.0,11.9,0.034,58.6,0.013,19.0,4.3
42589,4.0,0.39,20.7,2.2,0.0,0.01,0.0,12.9,0.042,54.1,0.009,54.0,5.8
42586,4.0,0.36,18.2,2.1,0.0,0.008,0.0,14.0,0.047,48.5,0.007,51.0,9.6
42583,4.0,0.31,13.6,2.1,0.0,0.005,0.0,14.9,0.051,42.9,0.004,42.0,9.2
42580,4.0,0.3,12.0,2.1,0.0,0.004,0.0,15.6,0.053,39.8,0.004,44.0,11.9
42577,4.0,0.3,12.5,2.1,0.0,0.004,0.0,16.4,0.054,38.9,0.004,32.0,14.8
42574,4.0,0.31,15.2,2.1,0.0,0.004,0.0,16.6,0.054,39.9,0.004,29.0,15.9
42571,4.0,0.31,17.3,2.1,0.0,0.004,0.0,16.7,0.054,40.2,0.004,30.0,14.7
42568,4.0,0.3,18.9,2.1,0.0,0.004,0.0,16.8,0.054,40.4,0.004,34.0,13.4
42565,4.0,0.29,20.4,2.1,0.0,0.004,0.0,16.5,0.053,41.4,0.004,33.0,12.9
42562,4.0,0.28,22.0,2.1,0.0,0.004,0.0,15.9,0.05,42.8,0.004,21.0,12.7
42559,4.0,0.28,22.3,2.1,0.0,0.004,0.0,15.5,0.046,45.0,0.005,19.0,12.2
42556,3.0,0.26,19.6,2.1,0.0,0.003,0.0,14.7,0.045,46.1,0.004,12.0,13.0
42553,3.0,0.26,21.6,2.1,0.0,0.004,0.0,14.0,0.041,48.2,0.004,0.0,12.5
42550,3.0,0.29,22.5,2.1,0.001,0.005,0.0,13.6,0.037,50.8,0.005,357.0,12.8
42547,3.0,0.32,21.8,2.1,0.0,0.006,0.0,12.9,0.034,54.7,0.007,345.0,12.0
42544,3.0,0.33,21.7,2.2,0.0,0.007,0.0,12.1,0.032,60.3,0.007,335.0,8.5
42541,3.0,0.31,21.3,2.2,0.0,0.008,0.0,11.6,0.031,64.2,0.007,344.0,9.2
42538,3.0,0.3,21.3,2.2,0.0,0.006,0.0,11.5,0.032,66.2,0.005,340.0,11.3
42532,3.0,0.3,22.8,2.1,0.0,0.005,0.0,12.7,0.035,57.8,0.004,14.0,14.7
42529,3.0,0.27,11.0,2.2,0.0,0.008,0.0,13.6,0.027,53.7,0.007,17.0,14.6
42526,3.0,0.3,8.1,2.2,0.0,0.014,0.0,13.7,0.023,53.4,0.014,358.0,5.7
42523,3.0,0.29,7.1,2.2,0.0,0.008,0.0,13.9,0.03,49.9,0.008,41.0,3.2
42520,3.0,0.28,6.4,2.1,0.0,0.007,0.0,14.9,0.033,45.1,0.006,89.0,8.0
42517,3.0,0.28,5.3,2.1,0.0,0.007,0.0,15.7,0.035,40.5,0.007,79.0,9.0
42514,3.0,0.29,4.8,2.1,0.0,0.006,0.0,16.6,0.039,34.5,0.006,54.0,11.7
42511,3.0,0.25,4.6,2.1,0.0,0.004,0.0,17.7,0.044,31.3,0.003,37.0,11.0
42508,3.0,0.22,4.6,2.1,0.0,0.003,0.0,18.1,0.046,31.6,0.003,60.0,12.8
42505,3.0,0.24,5.8,2.1,0.0,0.003,0.0,18.5,0.047,32.4,0.003,60.0,13.4
42502,3.0,0.25,6.7,2.1,0.0,0.004,0.0,18.5,0.048,33.7,0.004,52.0,11.2
42499,3.0,0.27,7.7,2.1,0.0,0.004,0.0,18.7,0.049,34.4,0.004,70.0,10.9
42496,3.0,0.28,9.2,2.1,0.0,0.005,0.0,18.4,0.046,37.1,0.005,79.0,12.4
42493,3.0,0.26,6.7,2.1,0.001,0.005,0.0,18.5,0.043,32.6,0.006,78.0,9.5
42490,3.0,0.28,5.9,2.1,0.002,0.007,0.0,17.9,0.039,32.6,0.009,78.0,4.6
42487,2.0,0.38,9.0,2.1,0.004,0.009,0.0,16.6,0.03,42.8,0.014,134.0,1.8
42484,2.0,0.39,8.2,2.2,0.005,0.01,0.0,14.3,0.023,50.5,0.014,1.0,4.7
42481,2.0,0.45,8.9,2.1,0.004,0.01,0.0,12.5,0.019,59.7,0.015,8.0,4.4
42478,2.0,0.44,8.5,2.2,0.004,0.009,0.0,11.4,0.018,68.8,0.013,338.0,6.4
42475,2.0,0.44,8.1,2.2,0.004,0.01,0.0,10.2,0.015,82.4,0.014,359.0,7.7
42472,2.0,0.39,7.1,2.2,0.003,0.01,0.0,9.3,0.011,99.9,0.013,332.0,7.9
42469,2.0,0.36,5.9,2.2,0.0,0.009,0.0,9.1,0.013,99.9,0.009,335.0,5.7
42466,2.0,0.35,6.1,2.3,0.0,0.006,0.0,8.9,0.016,99.8,0.006,346.0,4.9
42460,1.0,0.32,4.2,2.2,0.0,0.006,0.0,9.2,0.015,99.9,0.006,349.0,8.1
42457,2.0,0.25,2.1,2.1,0.0,0.005,0.0,9.9,0.015,99.8,0.005,353.0,10.6
42454,2.0,0.2,1.3,2.1,0.0,0.006,0.0,11.3,0.018,76.9,0.005,359.0,7.6
42451,2.0,0.21,1.4,2.1,0.0,0.009,0.0,12.9,0.023,49.0,0.008,11.0,5.9
42448,2.0,0.18,1.2,2.1,0.0,0.005,0.0,14.0,0.03,40.3,0.004,334.0,8.6
42445,2.0,0.18,1.3,2.1,0.0,0.005,0.0,15.0,0.031,37.5,0.004,327.0,11.3
42442,2.0,0.18,1.4,2.1,0.0,0.004,0.0,16.9,0.033,31.1,0.004,316.0,13.6
42439,2.0,0.17,1.8,2.1,0.0,0.006,0.0,19.4,0.035,22.3,0.005,285.0,11.3
42436,2.0,0.16,1.5,2.1,0.0,0.003,0.0,21.1,0.037,20.5,0.003,282.0,7.9
42433,2.0,0.16,1.6,2.1,0.0,0.003,0.0,21.1,0.039,20.2,0.003,234.0,6.8
42430,2.0,0.15,1.5,2.1,0.0,0.002,0.0,21.3,0.042,19.2,0.002,210.0,7.4
42427,2.0,0.16,1.5,2.1,0.0,0.002,0.0,20.8,0.04,22.5,0.002,179.0,8.2
42424,2.0,0.16,1.6,2.1,0.0,0.002,0.0,20.7,0.042,22.3,0.002,209.0,8.3
42421,2.0,0.17,1.5,2.1,0.0,0.002,0.0,20.2,0.04,23.2,0.002,204.0,8.5
42418,2.0,0.15,1.2,2.1,0.0,0.002,0.0,19.2,0.037,25.2,0.001,185.0,7.2
42415,2.0,0.14,1.1,2.1,0.0,0.002,0.0,18.3,0.036,27.4,0.002,193.0,7.0
42412,2.0,0.15,1.0,2.1,0.0,0.003,0.0,17.3,0.034,31.2,0.003,201.0,7.7
42409,2.0,0.15,0.7,2.1,0.0,0.002,0.0,16.6,0.033,31.7,0.002,225.0,7.2
42406,2.0,0.17,1.1,2.1,0.001,0.004,0.0,15.4,0.029,40.9,0.005,237.0,7.5
42403,2.0,0.29,2.7,2.2,0.013,0.017,0.0,12.3,0.015,75.5,0.03,215.0,3.2
42400,2.0,0.28,3.5,2.3,0.02,0.024,0.0,9.0,0.009,99.6,0.043,164.0,1.8
42397,2.0,0.27,3.2,2.3,0.009,0.022,0.0,7.7,0.006,99.3,0.031,183.0,1.9
42388,2.0,0.2,3.0,2.2,0.0,0.016,0.0,8.1,0.015,99.4,0.016,70.0,0.6
42382,3.0,0.19,2.1,2.1,0.0,0.01,0.0,9.0,0.029,99.5,0.01,198.0,1.6
42379,3.0,0.2,1.8,2.1,0.0,0.009,0.0,10.2,0.035,99.8,0.009,295.0,2.6
42376,3.0,0.18,1.8,2.1,0.0,0.01,0.0,10.6,0.04,93.9,0.01,350.0,2.9
42373,3.0,0.33,5.0,2.1,0.0,0.006,0.0,11.6,0.038,99.7,0.006,313.0,11.9
42370,3.0,0.51,12.2,2.1,0.0,0.005,0.0,12.9,0.036,98.6,0.004,351.0,14.6
42367,3.0,0.22,2.5,2.1,0.0,0.005,0.0,15.0,0.04,69.1,0.005,351.0,15.1
42364,3.0,0.21,1.7,2.1,0.0,0.006,0.0,15.8,0.039,70.0,0.006,338.0,9.5
42361,3.0,0.24,1.9,2.1,0.001,0.007,0.0,14.8,0.036,89.5,0.008,356.0,6.5
42358,3.0,0.22,2.8,2.1,0.0,0.005,0.0,13.2,0.038,99.8,0.005,346.0,10.3
42355,4.0,0.22,5.5,2.1,0.0,0.008,0.0,14.0,0.039,89.8,0.008,264.0,9.7
42352,4.0,0.22,5.5,2.0,0.0,0.003,0.0,20.0,0.048,37.9,0.002,320.0,15.8
42349,6.0,0.38,29.0,2.1,0.0,0.005,0.0,22.0,0.059,33.8,0.004,27.0,2.8
42346,6.0,0.51,45.5,2.1,0.0,0.006,0.0,20.9,0.053,39.1,0.006,50.0,1.5
42343,7.0,0.75,75.5,2.1,0.0,0.005,0.0,19.1,0.048,49.4,0.004,200.0,4.2
42340,7.0,0.76,75.7,2.1,0.0,0.006,0.0,18.5,0.047,50.6,0.006,223.0,3.2
42337,7.0,0.77,78.3,2.1,0.0,0.004,0.0,17.6,0.045,54.3,0.004,355.0,7.5
42334,7.0,0.8,83.3,2.1,0.0,0.004,0.0,16.5,0.042,59.2,0.003,346.0,7.9
42331,9.0,0.87,97.1,2.2,0.0,0.005,0.0,15.8,0.038,62.8,0.004,343.0,10.9
42328,11.0,1.09,137.1,2.2,0.0,0.007,0.0,15.3,0.033,64.6,0.007,341.0,7.6
42325,11.0,1.32,181.9,2.2,0.0,0.009,0.0,14.5,0.031,67.2,0.008,9.0,4.3
42322,9.0,1.34,185.1,2.2,0.0,0.006,0.0,15.4,0.039,60.7,0.005,333.0,5.6
42316,3.0,0.32,26.4,2.1,0.0,0.003,0.0,16.7,0.044,55.6,0.002,341.0,12.0
42313,3.0,0.24,12.3,2.1,0.0,0.008,0.0,16.6,0.039,52.5,0.007,348.0,8.3
42310,3.0,0.23,9.4,2.1,0.0,0.006,0.0,17.0,0.039,50.2,0.005,319.0,2.6
42307,3.0,0.28,8.5,2.2,0.0,0.013,0.0,17.3,0.032,47.5,0.012,330.0,6.7
42304,3.0,0.52,7.6,2.7,0.0,0.031,0.0,15.9,0.007,53.6,0.032,350.0,2.9
42301,3.0,0.36,5.8,2.3,0.0,0.018,0.0,18.1,0.023,42.4,0.017,32.0,1.0
42298,3.0,0.29,5.0,2.2,0.0,0.015,0.0,21.2,0.035,32.1,0.014,147.0,1.1
42295,3.0,0.2,3.4,2.1,0.0,0.005,0.0,24.8,0.049,23.4,0.005,186.0,5.0
42292,3.0,0.19,5.0,2.0,0.0,0.002,0.0,26.2,0.056,20.7,0.002,172.0,5.2
42289,4.0,0.19,5.4,2.0,0.0,0.002,0.0,26.9,0.057,19.2,0.001,151.0,5.8
42286,4.0,0.23,10.4,2.1,0.0,0.002,0.0,26.9,0.057,19.7,0.002,163.0,2.1
42283,5.0,0.22,10.3,2.1,0.0,0.002,0.0,26.5,0.057,19.8,0.002,193.0,5.4
42280,5.0,0.32,25.9,2.1,0.0,0.003,0.0,27.2,0.063,19.4,0.002,156.0,4.1
42277,5.0,0.41,40.2,2.1,0.0,0.003,0.0,26.8,0.064,20.7,0.003,136.0,2.8
42274,5.0,0.42,39.8,2.1,0.0,0.003,0.0,26.5,0.059,21.3,0.002,128.0,5.1
42271,4.0,0.43,41.1,2.1,0.0,0.003,0.0,25.9,0.054,22.4,0.002,53.0,5.5
42268,3.0,0.26,14.5,2.1,0.0,0.002,0.0,25.0,0.049,25.0,0.002,12.0,8.3
42265,3.0,0.21,5.3,2.1,0.0,0.004,0.0,24.1,0.045,27.9,0.004,357.0,8.0
42262,3.0,0.22,6.0,2.1,0.001,0.005,0.0,22.6,0.04,31.2,0.006,312.0,10.6
42259,4.0,0.23,7.3,2.1,0.001,0.006,0.0,19.5,0.035,37.7,0.007,336.0,13.5
42256,6.0,0.34,25.5,2.2,0.003,0.013,0.0,16.1,0.022,59.3,0.016,343.0,6.7
42253,8.0,0.6,73.8,2.5,0.003,0.02,0.0,11.7,0.013,82.7,0.024,178.0,2.1
42250,9.0,0.8,113.8,2.6,0.0,0.02,0.0,11.5,0.015,92.1,0.019,28.0,1.7
42238,12.0,0.99,164.2,2.3,0.0,0.015,0.0,14.8,0.027,56.8,0.014,97.0,2.7
42235,12.0,1.02,176.9,2.2,0.0,0.013,0.0,16.2,0.034,49.9,0.012,115.0,3.3
42232,11.0,1.08,200.0,2.2,0.0,0.01,0.0,17.8,0.041,43.4,0.01,142.0,5.1
42229,10.0,1.01,173.6,2.2,0.0,0.01,0.0,19.1,0.047,40.8,0.01,136.0,7.0
42226,9.0,0.82,123.3,2.2,0.0,0.01,0.0,21.2,0.057,36.0,0.009,144.0,7.5
42223,9.0,0.64,87.3,2.1,0.0,0.008,0.0,23.5,0.072,30.0,0.007,140.0,11.5
42220,10.0,0.66,93.8,2.1,0.0,0.006,0.0,25.1,0.071,25.6,0.005,132.0,11.9
42217,12.0,0.76,115.9,2.2,0.0,0.006,0.0,25.9,0.072,21.4,0.005,125.0,13.2
42214,14.0,0.99,159.4,2.2,0.0,0.007,0.0,26.4,0.075,19.9,0.007,124.0,11.8
42211,13.0,1.22,194.4,2.2,0.0,0.008,0.0,26.3,0.067,21.2,0.007,129.0,10.6
42208,13.0,1.31,213.6,2.2,0.0,0.009,0.0,26.1,0.068,21.8,0.008,138.0,9.9
42205,14.0,0.92,145.7,2.1,0.0,0.007,0.0,26.0,0.069,19.3,0.006,154.0,4.0
42202,15.0,1.13,177.5,2.2,0.0,0.01,0.0,24.9,0.062,23.1,0.009,111.0,2.8
42199,13.0,1.72,288.5,2.2,0.0,0.012,0.0,24.0,0.051,28.0,0.011,51.0,0.6
42196,10.0,1.29,211.6,2.2,0.0,0.012,0.0,22.4,0.04,31.7,0.012,330.0,2.6
42193,7.0,0.79,120.1,2.1,0.0,0.012,0.0,20.0,0.032,35.0,0.012,329.0,8.4
42190,5.0,0.53,74.1,2.1,0.001,0.013,0.0,17.7,0.027,39.2,0.013,336.0,8.4
42187,4.0,0.36,38.9,2.1,0.001,0.014,0.0,15.6,0.023,44.2,0.015,336.0,7.7
42184,4.0,0.27,23.3,2.1,0.0,0.013,0.0,14.2,0.024,47.0,0.013,332.0,9.3
42181,4.0,0.32,33.1,2.2,0.0,0.017,0.0,12.9,0.019,58.3,0.016,354.0,6.0
42178,5.0,0.32,36.6,2.2,0.0,0.013,0.0,13.7,0.028,56.2,0.012,349.0,6.3
42166,5.0,0.41,38.6,2.2,0.0,0.027,0.0,14.4,0.017,65.7,0.027,282.0,2.0
42163,5.0,0.37,38.1,2.2,0.0,0.018,0.0,15.7,0.027,56.8,0.018,265.0,1.7
42160,5.0,0.37,33.4,2.1,0.0,0.01,0.0,17.3,0.042,49.2,0.01,296.0,2.9
42157,5.0,0.36,30.8,2.1,0.0,0.008,0.0,19.4,0.051,41.2,0.008,45.0,4.4
42154,5.0,0.32,30.3,2.1,0.0,0.008,0.0,21.1,0.057,35.2,0.007,37.0,12.7
42151,4.0,0.27,30.1,2.1,0.0,0.006,0.0,23.9,0.057,25.3,0.006,32.0,9.5
42148,4.0,0.19,10.5,2.1,0.0,0.005,0.0,28.2,0.053,12.6,0.005,286.0,15.4
42145,4.0,0.2,11.9,2.1,0.0,0.003,0.0,29.0,0.06,12.5,0.002,299.0,13.6
42142,4.0,0.21,13.8,2.1,0.0,0.004,0.0,29.6,0.06,11.9,0.004,283.0,11.1
42139,5.0,0.21,16.2,2.1,0.0,0.002,0.0,29.5,0.062,12.2,0.002,282.0,9.2
42136,5.0,0.23,21.6,2.1,0.0,0.004,0.0,29.1,0.061,13.8,0.004,282.0,7.2
42133,5.0,0.25,26.9,2.1,0.0,0.003,0.0,28.3,0.062,16.3,0.002,329.0,10.8
42130,5.0,0.27,30.2,2.1,0.0,0.003,0.0,27.3,0.061,17.8,0.002,326.0,10.8
42127,6.0,0.28,41.3,2.1,0.0,0.003,0.0,26.8,0.058,18.6,0.003,291.0,10.0
42124,7.0,0.34,47.2,2.1,0.0,0.006,0.0,25.7,0.054,23.3,0.006,329.0,7.2
42121,6.0,0.48,74.4,2.2,0.012,0.024,0.0,22.5,0.029,33.8,0.036,332.0,3.6
42118,6.0,0.51,78.6,2.2,0.017,0.028,0.0,17.5,0.017,45.8,0.046,46.0,2.7
42115,4.0,0.47,44.1,2.2,0.022,0.03,0.0,13.4,0.011,53.2,0.052,166.0,0.2
42112,4.0,0.36,27.7,2.3,0.024,0.031,0.0,10.1,0.008,62.1,0.055,262.0,2.4
42109,4.0,0.32,21.0,2.5,0.014,0.031,0.0,7.5,0.005,74.3,0.044,205.0,2.4
42106,3.0,0.27,20.1,2.4,0.002,0.028,0.0,7.0,0.006,74.4,0.03,202.0,3.0
42100,3.0,0.25,22.9,2.3,0.0,0.015,0.0,8.6,0.019,61.0,0.015,135.0,3.3
42097,3.0,0.23,11.1,2.2,0.0,0.012,0.0,9.2,0.024,55.3,0.011,128.0,6.0
42094,3.0,0.22,11.6,2.2,0.0,0.011,0.0,10.9,0.03,46.9,0.011,148.0,6.0
42091,4.0,0.22,10.2,2.2,0.0,0.012,0.0,11.8,0.033,43.1,0.012,168.0,7.6
42088,4.0,0.22,11.1,2.2,0.0,0.012,0.0,12.9,0.04,38.7,0.011,168.0,8.3
42085,4.0,0.24,14.5,2.1,0.0,0.01,0.0,14.2,0.045,34.7,0.01,170.0,9.9
42082,5.0,0.28,17.8,2.1,0.0,0.009,0.0,16.0,0.049,32.3,0.008,167.0,10.0
42079,5.0,0.32,24.5,2.1,0.0,0.007,0.0,17.9,0.053,29.6,0.007,168.0,11.7
42076,5.0,0.36,34.7,2.1,0.0,0.006,0.0,19.1,0.058,27.5,0.006,167.0,11.8
42073,5.0,0.37,36.6,2.1,0.0,0.005,0.0,19.8,0.06,25.7,0.005,163.0,11.9
42070,5.0,0.4,41.0,2.1,0.0,0.005,0.0,20.0,0.06,24.6,0.005,163.0,10.6
42067,5.0,0.39,39.8,2.1,0.0,0.005,0.0,19.9,0.06,24.3,0.005,157.0,10.2
42064,5.0,0.35,32.1,2.1,0.0,0.005,0.0,19.4,0.058,24.4,0.005,165.0,8.4
42061,5.0,0.35,30.5,2.1,0.0,0.006,0.0,18.5,0.056,26.1,0.006,161.0,8.6
42058,5.0,0.31,26.8,2.1,0.001,0.007,0.0,17.2,0.051,30.6,0.007,151.0,7.1
