,ReadingDate,Year,Month,Day,Hours,Season,Latitude,Longitude,Station Name,Air Quality Health Index,Ozone,Relative Humidity,Outdoor Temperature,Wind Direction,Wind Speed
40962,2023-05-03 03:00:00,2023,5,3,3,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.035,49.0,10.6,298.0,7.9
40961,2023-05-03 03:00:00,2023,5,3,3,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.005,56.2,10.3,339.0,3.8
40959,2023-05-03 02:00:00,2023,5,3,2,Spring,51.08272,-114.138994,Calgary Varsity,4.0,0.035,41.5,12.1,289.0,4.4
40958,2023-05-03 02:00:00,2023,5,3,2,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.003,50.8,11.3,8.0,1.9
40955,2023-05-03 01:00:00,2023,5,3,1,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.016,38.3,13.6,356.0,2.8
40956,2023-05-03 01:00:00,2023,5,3,1,Spring,51.08272,-114.138994,Calgary Varsity,4.0,0.029,37.5,13.3,297.0,2.3
40952,2023-05-02 23:00:00,2023,5,2,23,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.035,24.6,17.8,105.0,2.6
40953,2023-05-02 23:00:00,2023,5,2,23,Spring,51.08272,-114.138994,Calgary Varsity,5.0,0.036,27.4,17.2,45.0,0.6
40950,2023-05-02 22:00:00,2023,5,2,22,Spring,51.08272,-114.138994,Calgary Varsity,5.0,0.047,21.9,20.1,71.0,5.0
40949,2023-05-02 22:00:00,2023,5,2,22,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.049,21.1,20.3,85.0,9.3
40947,2023-05-02 21:00:00,2023,5,2,21,Spring,51.08272,-114.138994,Calgary Varsity,5.0,0.064,18.5,22.6,62.0,6.2
40946,2023-05-02 21:00:00,2023,5,2,21,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.059,18.7,22.4,83.0,9.5
40943,2023-05-02 20:00:00,2023,5,2,20,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.067,17.3,23.7,72.0,8.4
40944,2023-05-02 20:00:00,2023,5,2,20,Spring,51.08272,-114.138994,Calgary Varsity,4.0,0.068,18.1,23.8,67.0,5.4
40941,2023-05-02 19:00:00,2023,5,2,19,Spring,51.08272,-114.138994,Calgary Varsity,5.0,0.07,18.8,24.2,22.0,3.9
40940,2023-05-02 19:00:00,2023,5,2,19,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.068,17.2,24.6,37.0,4.7
40937,2023-05-02 18:00:00,2023,5,2,18,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.0,0.0,0.0,0.0,0.0
40934,2023-05-02 17:00:00,2023,5,2,17,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.067,18.7,24.7,356.0,6.9
40931,2023-05-02 16:00:00,2023,5,2,16,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.065,21.2,23.7,19.0,11.4
40928,2023-05-02 15:00:00,2023,5,2,15,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.063,22.9,23.0,31.0,12.2
40925,2023-05-02 14:00:00,2023,5,2,14,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.06,23.8,22.4,24.0,15.0
40922,2023-05-02 13:00:00,2023,5,2,13,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.056,24.6,21.9,6.0,14.2
40919,2023-05-02 12:00:00,2023,5,2,12,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.0,0.0,0.0,0.0,0.0
40916,2023-05-02 11:00:00,2023,5,2,11,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.048,29.7,19.4,357.0,15.8
40913,2023-05-02 10:00:00,2023,5,2,10,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.045,33.1,18.0,344.0,21.3
40914,2023-05-02 10:00:00,2023,5,2,10,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.047,34.6,17.4,322.0,14.1
40910,2023-05-02 09:00:00,2023,5,2,9,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.037,39.5,15.9,346.0,17.4
40911,2023-05-02 09:00:00,2023,5,2,9,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.033,43.8,13.9,296.0,8.9
40908,2023-05-02 08:00:00,2023,5,2,8,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.03,50.7,10.8,285.0,9.2
40907,2023-05-02 08:00:00,2023,5,2,8,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.008,53.0,10.2,213.0,2.0
40905,2023-05-02 07:00:00,2023,5,2,7,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.03,52.4,9.8,290.0,8.0
40904,2023-05-02 07:00:00,2023,5,2,7,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.008,56.4,8.2,15.0,1.4
40901,2023-05-02 06:00:00,2023,5,2,6,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,0.0,0.0,0.0,0.0
40902,2023-05-02 06:00:00,2023,5,2,6,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
40899,2023-05-02 05:00:00,2023,5,2,5,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.0,46.3,9.3,293.0,7.5
40898,2023-05-02 05:00:00,2023,5,2,5,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,63.2,7.8,45.0,1.3
40896,2023-05-02 04:00:00,2023,5,2,4,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.023,42.5,10.3,295.0,2.2
40895,2023-05-02 04:00:00,2023,5,2,4,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.005,54.3,8.8,331.0,0.9
40892,2023-05-02 03:00:00,2023,5,2,3,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.01,43.8,10.7,97.0,2.5
40893,2023-05-02 03:00:00,2023,5,2,3,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.028,33.8,13.2,100.0,1.5
40890,2023-05-02 02:00:00,2023,5,2,2,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.034,29.8,14.8,122.0,5.2
40889,2023-05-02 02:00:00,2023,5,2,2,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.021,40.2,11.5,85.0,1.8
40887,2023-05-02 01:00:00,2023,5,2,1,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.035,28.8,15.6,135.0,6.3
40886,2023-05-02 01:00:00,2023,5,2,1,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.027,32.6,14.1,182.0,3.6
40883,2023-05-01 23:00:00,2023,5,1,23,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.034,25.4,17.4,173.0,6.5
40884,2023-05-01 23:00:00,2023,5,1,23,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.038,24.4,18.3,144.0,9.3
40881,2023-05-01 22:00:00,2023,5,1,22,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.041,20.5,20.4,137.0,11.0
40880,2023-05-01 22:00:00,2023,5,1,22,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.039,22.5,19.2,145.0,9.0
40878,2023-05-01 21:00:00,2023,5,1,21,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.045,18.3,21.9,117.0,9.3
40877,2023-05-01 21:00:00,2023,5,1,21,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.045,19.2,21.3,136.0,10.0
40875,2023-05-01 20:00:00,2023,5,1,20,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.051,15.9,23.4,131.0,12.1
40874,2023-05-01 20:00:00,2023,5,1,20,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.052,15.4,23.5,145.0,12.5
40871,2023-05-01 19:00:00,2023,5,1,19,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.053,14.1,24.6,154.0,14.4
40872,2023-05-01 19:00:00,2023,5,1,19,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.053,15.3,24.2,133.0,14.2
40869,2023-05-01 18:00:00,2023,5,1,18,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.052,15.6,24.7,141.0,15.5
40868,2023-05-01 18:00:00,2023,5,1,18,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.053,14.4,24.9,150.0,15.1
40866,2023-05-01 17:00:00,2023,5,1,17,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.052,16.3,25.0,156.0,15.0
40865,2023-05-01 17:00:00,2023,5,1,17,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.05,15.2,24.8,158.0,15.1
40862,2023-05-01 16:00:00,2023,5,1,16,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.053,15.7,25.1,163.0,15.4
40863,2023-05-01 16:00:00,2023,5,1,16,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.052,17.0,24.5,151.0,15.5
40860,2023-05-01 15:00:00,2023,5,1,15,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.05,19.0,24.0,149.0,15.6
40859,2023-05-01 15:00:00,2023,5,1,15,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.05,17.2,24.6,169.0,15.5
40857,2023-05-01 14:00:00,2023,5,1,14,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.048,20.7,23.2,150.0,15.9
40856,2023-05-01 14:00:00,2023,5,1,14,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.049,18.3,23.9,176.0,16.3
40854,2023-05-01 13:00:00,2023,5,1,13,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.042,26.6,21.0,141.0,15.2
40853,2023-05-01 13:00:00,2023,5,1,13,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.044,23.7,21.8,183.0,16.4
40850,2023-05-01 12:00:00,2023,5,1,12,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,0.0,0.0,0.0,0.0
40851,2023-05-01 12:00:00,2023,5,1,12,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40847,2023-05-01 11:00:00,2023,5,1,11,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.028,38.0,16.0,175.0,11.1
40848,2023-05-01 11:00:00,2023,5,1,11,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.027,39.1,15.5,133.0,10.7
40845,2023-05-01 10:00:00,2023,5,1,10,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.02,41.8,13.6,135.0,6.4
40844,2023-05-01 10:00:00,2023,5,1,10,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.02,44.0,13.3,166.0,8.1
40842,2023-05-01 09:00:00,2023,5,1,9,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.02,49.9,9.9,261.0,2.7
40841,2023-05-01 09:00:00,2023,5,1,9,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.008,51.7,11.1,141.0,5.5
40839,2023-05-01 08:00:00,2023,5,1,8,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.015,59.3,6.9,292.0,5.2
40838,2023-05-01 08:00:00,2023,5,1,8,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.004,64.5,8.7,184.0,1.8
40836,2023-05-01 07:00:00,2023,5,1,7,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.008,65.1,5.9,290.0,4.1
40835,2023-05-01 07:00:00,2023,5,1,7,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,71.4,7.1,0.0,0.0
40832,2023-05-01 06:00:00,2023,5,1,6,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.006,61.1,8.1,145.0,2.7
40833,2023-05-01 06:00:00,2023,5,1,6,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.01,63.1,6.7,295.0,2.1
40829,2023-05-01 05:00:00,2023,5,1,5,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,54.8,9.2,132.0,3.3
40830,2023-05-01 05:00:00,2023,5,1,5,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.0,54.7,9.0,196.0,1.0
40826,2023-05-01 04:00:00,2023,5,1,4,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.021,48.3,10.7,139.0,4.5
40827,2023-05-01 04:00:00,2023,5,1,4,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.024,46.6,11.2,149.0,3.7
40824,2023-05-01 03:00:00,2023,5,1,3,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.026,42.5,12.3,130.0,4.5
40823,2023-05-01 03:00:00,2023,5,1,3,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.018,51.3,10.0,158.0,3.3
40821,2023-05-01 02:00:00,2023,5,1,2,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.025,41.5,12.8,145.0,4.5
40820,2023-05-01 02:00:00,2023,5,1,2,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.023,46.1,11.2,130.0,2.6
40817,2023-05-01 01:00:00,2023,5,1,1,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.026,42.5,12.6,115.0,4.9
40818,2023-05-01 01:00:00,2023,5,1,1,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.027,37.9,14.1,99.0,3.7
40815,2023-04-30 23:00:00,2023,4,30,23,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.037,29.4,17.7,139.0,14.6
40814,2023-04-30 23:00:00,2023,4,30,23,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.034,33.2,16.1,136.0,6.2
40812,2023-04-30 22:00:00,2023,4,30,22,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.04,25.2,19.8,131.0,14.5
40811,2023-04-30 22:00:00,2023,4,30,22,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.041,27.7,18.5,132.0,11.0
40808,2023-04-30 21:00:00,2023,4,30,21,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.046,21.9,21.0,126.0,13.1
40809,2023-04-30 21:00:00,2023,4,30,21,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.046,20.7,21.5,114.0,12.2
40806,2023-04-30 20:00:00,2023,4,30,20,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.048,17.7,23.2,126.0,10.4
40805,2023-04-30 20:00:00,2023,4,30,20,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.05,17.3,23.2,127.0,12.8
40803,2023-04-30 19:00:00,2023,4,30,19,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.049,17.4,23.5,130.0,11.0
40802,2023-04-30 19:00:00,2023,4,30,19,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.051,16.3,23.9,145.0,11.0
40799,2023-04-30 18:00:00,2023,4,30,18,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,0.0,0.0,0.0,0.0
40800,2023-04-30 18:00:00,2023,4,30,18,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40797,2023-04-30 17:00:00,2023,4,30,17,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.047,18.4,22.9,135.0,10.1
40796,2023-04-30 17:00:00,2023,4,30,17,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.049,17.0,23.4,164.0,11.5
40794,2023-04-30 16:00:00,2023,4,30,16,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.046,21.6,21.8,139.0,13.2
40793,2023-04-30 16:00:00,2023,4,30,16,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.047,19.2,22.5,173.0,12.7
40791,2023-04-30 15:00:00,2023,4,30,15,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.044,24.4,20.8,139.0,12.9
40790,2023-04-30 15:00:00,2023,4,30,15,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.046,22.0,21.4,156.0,11.7
40787,2023-04-30 14:00:00,2023,4,30,14,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.041,25.6,19.5,143.0,13.4
40788,2023-04-30 14:00:00,2023,4,30,14,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.039,28.0,18.9,123.0,12.0
40785,2023-04-30 13:00:00,2023,4,30,13,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.037,31.7,16.8,121.0,11.0
40784,2023-04-30 13:00:00,2023,4,30,13,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.037,29.5,17.3,152.0,10.5
40782,2023-04-30 12:00:00,2023,4,30,12,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40781,2023-04-30 12:00:00,2023,4,30,12,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
40778,2023-04-30 11:00:00,2023,4,30,11,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.033,37.0,12.1,151.0,7.0
40779,2023-04-30 11:00:00,2023,4,30,11,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.033,36.2,12.7,132.0,6.6
40776,2023-04-30 10:00:00,2023,4,30,10,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.027,40.7,10.3,139.0,5.3
40775,2023-04-30 10:00:00,2023,4,30,10,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.029,42.9,9.5,166.0,5.1
40773,2023-04-30 09:00:00,2023,4,30,9,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.022,45.0,8.5,201.0,1.6
40772,2023-04-30 09:00:00,2023,4,30,9,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.025,50.7,7.1,145.0,4.8
40770,2023-04-30 08:00:00,2023,4,30,8,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.021,52.8,5.7,283.0,0.6
40769,2023-04-30 08:00:00,2023,4,30,8,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.022,57.0,5.5,136.0,2.6
40766,2023-04-30 07:00:00,2023,4,30,7,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.018,64.8,3.9,109.0,3.0
40767,2023-04-30 07:00:00,2023,4,30,7,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.015,58.3,3.9,308.0,1.7
40763,2023-04-30 06:00:00,2023,4,30,6,Spring,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
40764,2023-04-30 06:00:00,2023,4,30,6,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
40761,2023-04-30 05:00:00,2023,4,30,5,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40760,2023-04-30 05:00:00,2023,4,30,5,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,48.1,6.3,153.0,2.9
40758,2023-04-30 04:00:00,2023,4,30,4,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40757,2023-04-30 04:00:00,2023,4,30,4,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.035,43.7,7.2,133.0,5.0
40755,2023-04-30 03:00:00,2023,4,30,3,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40754,2023-04-30 03:00:00,2023,4,30,3,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.033,39.4,8.9,129.0,5.0
40752,2023-04-30 02:00:00,2023,4,30,2,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40751,2023-04-30 02:00:00,2023,4,30,2,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.032,36.1,10.3,153.0,3.7
40748,2023-04-30 01:00:00,2023,4,30,1,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.036,33.9,11.4,173.0,5.8
40749,2023-04-30 01:00:00,2023,4,30,1,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40745,2023-04-29 23:00:00,2023,4,29,23,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.042,31.1,13.2,174.0,5.5
40746,2023-04-29 23:00:00,2023,4,29,23,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40743,2023-04-29 22:00:00,2023,4,29,22,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.049,26.8,15.4,135.0,14.3
40742,2023-04-29 22:00:00,2023,4,29,22,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.043,28.7,14.5,143.0,6.8
40740,2023-04-29 21:00:00,2023,4,29,21,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.051,24.3,17.2,132.0,16.6
40739,2023-04-29 21:00:00,2023,4,29,21,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.05,23.9,17.0,146.0,13.0
40736,2023-04-29 20:00:00,2023,4,29,20,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.055,21.5,18.9,135.0,18.5
40737,2023-04-29 20:00:00,2023,4,29,20,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.051,22.6,19.1,120.0,15.5
40734,2023-04-29 19:00:00,2023,4,29,19,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.052,21.3,20.7,123.0,15.2
40733,2023-04-29 19:00:00,2023,4,29,19,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.055,20.2,20.5,135.0,19.7
40731,2023-04-29 18:00:00,2023,4,29,18,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40730,2023-04-29 18:00:00,2023,4,29,18,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,0.0,0.0,0.0,0.0
40728,2023-04-29 17:00:00,2023,4,29,17,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.051,23.1,20.4,138.0,13.0
40727,2023-04-29 17:00:00,2023,4,29,17,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.053,21.4,20.8,157.0,13.6
40724,2023-04-29 16:00:00,2023,4,29,16,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.053,21.9,20.1,159.0,15.1
40725,2023-04-29 16:00:00,2023,4,29,16,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.051,23.9,19.6,142.0,15.0
40722,2023-04-29 15:00:00,2023,4,29,15,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.052,24.9,18.6,156.0,14.5
40721,2023-04-29 15:00:00,2023,4,29,15,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.054,22.5,19.2,175.0,16.4
40719,2023-04-29 14:00:00,2023,4,29,14,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.053,26.2,17.4,139.0,16.9
40718,2023-04-29 14:00:00,2023,4,29,14,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.053,23.7,18.3,165.0,15.5
40715,2023-04-29 13:00:00,2023,4,29,13,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.053,24.7,17.1,177.0,16.3
40716,2023-04-29 13:00:00,2023,4,29,13,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.052,27.4,16.4,150.0,14.7
40713,2023-04-29 12:00:00,2023,4,29,12,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.0,0.0,0.0,0.0,0.0
40712,2023-04-29 12:00:00,2023,4,29,12,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,0.0,0.0,0.0,0.0
40710,2023-04-29 11:00:00,2023,4,29,11,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.048,31.6,13.2,147.0,13.6
40709,2023-04-29 11:00:00,2023,4,29,11,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.049,29.1,13.7,180.0,13.6
40707,2023-04-29 10:00:00,2023,4,29,10,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.043,36.2,11.6,149.0,9.0
40706,2023-04-29 10:00:00,2023,4,29,10,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.039,36.8,11.5,176.0,9.2
40703,2023-04-29 09:00:00,2023,4,29,9,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.017,50.7,9.2,178.0,4.0
40704,2023-04-29 09:00:00,2023,4,29,9,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.034,45.8,9.4,131.0,5.5
40700,2023-04-29 08:00:00,2023,4,29,8,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.005,78.4,6.0,0.0,0.0
40701,2023-04-29 08:00:00,2023,4,29,8,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.02,57.5,6.1,137.0,2.4
40698,2023-04-29 07:00:00,2023,4,29,7,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.011,66.1,3.6,44.0,0.6
40697,2023-04-29 07:00:00,2023,4,29,7,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.003,93.1,3.4,167.0,1.5
40695,2023-04-29 06:00:00,2023,4,29,6,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
40694,2023-04-29 06:00:00,2023,4,29,6,Spring,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.0,0.0,0.0,0.0,0.0
40692,2023-04-29 05:00:00,2023,4,29,5,Spring,51.08272,-114.138994,Calgary Varsity,2.0,0.0,61.4,4.6,305.0,0.9
40691,2023-04-29 05:00:00,2023,4,29,5,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,75.7,4.6,0.0,0.0
40689,2023-04-29 04:00:00,2023,4,29,4,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.023,57.0,5.7,340.0,1.6
40688,2023-04-29 04:00:00,2023,4,29,4,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,74.2,5.4,28.0,1.9
40685,2023-04-29 03:00:00,2023,4,29,3,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.014,73.3,6.0,0.0,0.0
40686,2023-04-29 03:00:00,2023,4,29,3,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.031,48.0,8.1,137.0,1.4
40682,2023-04-29 02:00:00,2023,4,29,2,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.028,54.0,7.6,327.0,1.5
40683,2023-04-29 02:00:00,2023,4,29,2,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.039,40.9,10.1,103.0,2.7
40680,2023-04-29 01:00:00,2023,4,29,1,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.04,38.9,10.9,95.0,4.4
40679,2023-04-29 01:00:00,2023,4,29,1,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.036,43.0,9.7,97.0,3.1
40677,2023-04-28 23:00:00,2023,4,28,23,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.036,36.5,13.7,75.0,4.4
40676,2023-04-28 23:00:00,2023,4,28,23,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.038,35.1,13.6,95.0,9.3
40673,2023-04-28 22:00:00,2023,4,28,22,Spring,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.042,33.1,15.1,101.0,8.9
40674,2023-04-28 22:00:00,2023,4,28,22,Spring,51.08272,-114.138994,Calgary Varsity,3.0,0.045,32.3,15.6,91.0,5.7
