,ReadingDate,Year,Month,Day,Hours,Season,Latitude,Longitude,Station Name,Air Quality Health Index,Ozone,Relative Humidity,Outdoor Temperature,Wind Direction,Wind Speed
43361,2023-06-05 16:00:00,2023,6,5,16,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.071,37.2,22.1,79.0,6.0
43360,2023-06-05 16:00:00,2023,6,5,16,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.062,37.8,21.9,98.0,6.1
43357,2023-06-05 15:00:00,2023,6,5,15,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.06,38.6,21.4,57.0,5.2
43358,2023-06-05 15:00:00,2023,6,5,15,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.062,39.6,21.0,88.0,4.9
43355,2023-06-05 14:00:00,2023,6,5,14,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.058,43.5,19.4,30.0,5.7
43354,2023-06-05 14:00:00,2023,6,5,14,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.055,41.4,20.0,62.0,6.1
43352,2023-06-05 13:00:00,2023,6,5,13,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.056,45.7,18.5,26.0,7.7
43351,2023-06-05 13:00:00,2023,6,5,13,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.05,44.0,18.7,26.0,8.6
43349,2023-06-05 12:00:00,2023,6,5,12,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.052,46.1,17.7,357.0,8.7
43348,2023-06-05 12:00:00,2023,6,5,12,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.046,46.6,17.2,15.0,11.0
43345,2023-06-05 11:00:00,2023,6,5,11,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.043,48.6,16.2,1.0,14.2
43346,2023-06-05 11:00:00,2023,6,5,11,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.049,48.8,16.4,9.0,10.5
43343,2023-06-05 10:00:00,2023,6,5,10,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.045,50.9,15.0,342.0,13.7
43342,2023-06-05 10:00:00,2023,6,5,10,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.039,49.9,15.1,350.0,18.4
43340,2023-06-05 09:00:00,2023,6,5,9,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.043,53.4,13.8,340.0,15.0
43339,2023-06-05 09:00:00,2023,6,5,9,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.037,52.7,14.0,345.0,22.8
43336,2023-06-05 08:00:00,2023,6,5,8,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.036,56.1,13.5,345.0,27.1
43337,2023-06-05 08:00:00,2023,6,5,8,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.041,55.6,13.2,328.0,14.1
43334,2023-06-05 07:00:00,2023,6,5,7,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.043,57.7,13.1,328.0,14.5
43333,2023-06-05 07:00:00,2023,6,5,7,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.036,59.8,13.7,345.0,22.4
43331,2023-06-05 06:00:00,2023,6,5,6,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.045,60.2,13.6,319.0,12.9
43330,2023-06-05 06:00:00,2023,6,5,6,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.038,65.9,14.0,344.0,25.0
43324,2023-06-05 04:00:00,2023,6,5,4,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.019,79.1,15.2,358.0,13.6
43325,2023-06-05 04:00:00,2023,6,5,4,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.04,59.4,16.4,322.0,9.4
43322,2023-06-05 03:00:00,2023,6,5,3,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.029,57.9,16.5,292.0,3.5
43321,2023-06-05 03:00:00,2023,6,5,3,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.019,71.7,14.8,341.0,0.2
43319,2023-06-05 02:00:00,2023,6,5,2,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.035,53.9,17.5,62.0,2.2
43318,2023-06-05 02:00:00,2023,6,5,2,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.025,54.9,17.2,107.0,5.0
43315,2023-06-05 01:00:00,2023,6,5,1,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.034,51.1,18.6,118.0,2.9
43316,2023-06-05 01:00:00,2023,6,5,1,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.044,46.2,19.7,79.0,2.8
43313,2023-06-05 00:00:00,2023,6,5,0,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.054,39.6,21.9,136.0,7.6
43312,2023-06-05 00:00:00,2023,6,5,0,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.044,44.6,20.5,130.0,5.5
43310,2023-06-04 23:00:00,2023,6,4,23,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.062,35.6,23.5,138.0,11.7
43309,2023-06-04 23:00:00,2023,6,4,23,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.051,39.2,22.4,140.0,8.7
43307,2023-06-04 22:00:00,2023,6,4,22,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.063,28.8,24.9,136.0,12.2
43306,2023-06-04 22:00:00,2023,6,4,22,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.058,37.0,23.4,146.0,12.0
43303,2023-06-04 21:00:00,2023,6,4,21,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.059,28.4,25.8,153.0,14.5
43304,2023-06-04 21:00:00,2023,6,4,21,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.062,25.7,26.1,148.0,11.2
43301,2023-06-04 20:00:00,2023,6,4,20,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.066,23.4,26.8,145.0,11.9
43300,2023-06-04 20:00:00,2023,6,4,20,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.062,22.3,27.4,165.0,11.0
43298,2023-06-04 19:00:00,2023,6,4,19,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.066,20.9,28.2,173.0,8.0
43297,2023-06-04 19:00:00,2023,6,4,19,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.063,22.2,27.5,163.0,8.6
43295,2023-06-04 18:00:00,2023,6,4,18,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.065,21.2,27.8,166.0,5.3
43294,2023-06-04 18:00:00,2023,6,4,18,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.062,20.6,28.1,155.0,5.7
43292,2023-06-04 17:00:00,2023,6,4,17,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.065,21.0,27.8,137.0,4.5
43291,2023-06-04 17:00:00,2023,6,4,17,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.061,20.4,27.8,118.0,5.1
43289,2023-06-04 16:00:00,2023,6,4,16,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.066,21.5,27.2,171.0,5.0
43288,2023-06-04 16:00:00,2023,6,4,16,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.062,19.2,28.0,185.0,4.5
43285,2023-06-04 15:00:00,2023,6,4,15,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.062,21.9,27.3,203.0,3.6
43286,2023-06-04 15:00:00,2023,6,4,15,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.067,23.0,26.7,168.0,4.2
43282,2023-06-04 14:00:00,2023,6,4,14,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.063,24.5,26.0,166.0,4.1
43283,2023-06-04 14:00:00,2023,6,4,14,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.068,26.6,25.2,130.0,5.5
43280,2023-06-04 13:00:00,2023,6,4,13,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.071,30.3,24.0,140.0,8.2
43279,2023-06-04 13:00:00,2023,6,4,13,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.065,27.9,24.6,158.0,6.9
43277,2023-06-04 12:00:00,2023,6,4,12,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.066,37.5,21.9,145.0,9.0
43276,2023-06-04 12:00:00,2023,6,4,12,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.063,33.5,22.5,170.0,8.9
43273,2023-06-04 11:00:00,2023,6,4,11,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.055,41.9,19.9,176.0,10.2
43274,2023-06-04 11:00:00,2023,6,4,11,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.06,43.4,20.0,141.0,7.9
43271,2023-06-04 10:00:00,2023,6,4,10,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.047,52.9,18.1,151.0,5.7
43270,2023-06-04 10:00:00,2023,6,4,10,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.046,54.9,17.7,169.0,6.3
43268,2023-06-04 09:00:00,2023,6,4,9,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.038,65.4,15.1,260.0,2.4
43267,2023-06-04 09:00:00,2023,6,4,9,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.03,75.5,15.5,168.0,4.1
43265,2023-06-04 08:00:00,2023,6,4,8,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.024,81.0,11.4,285.0,4.8
43264,2023-06-04 08:00:00,2023,6,4,8,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.017,99.8,13.2,163.0,2.0
43262,2023-06-04 07:00:00,2023,6,4,7,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.019,87.6,10.1,281.0,4.6
43259,2023-06-04 06:00:00,2023,6,4,6,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.017,87.8,10.4,283.0,2.7
43258,2023-06-04 06:00:00,2023,6,4,6,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.012,99.4,10.3,135.0,3.0
43253,2023-06-04 04:00:00,2023,6,4,4,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.029,80.1,12.8,116.0,0.5
43250,2023-06-04 03:00:00,2023,6,4,3,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.04,74.6,14.2,127.0,2.6
43249,2023-06-04 03:00:00,2023,6,4,3,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.025,99.8,13.1,135.0,3.4
43247,2023-06-04 02:00:00,2023,6,4,2,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.042,71.9,15.1,138.0,3.0
43246,2023-06-04 02:00:00,2023,6,4,2,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.028,93.4,14.3,172.0,2.3
43243,2023-06-04 01:00:00,2023,6,4,1,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.035,76.9,15.9,167.0,3.4
43244,2023-06-04 01:00:00,2023,6,4,1,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.044,70.1,15.8,140.0,4.8
43240,2023-06-04 00:00:00,2023,6,4,0,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.042,72.2,16.7,181.0,5.3
43241,2023-06-04 00:00:00,2023,6,4,0,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.048,66.6,16.6,141.0,7.6
43238,2023-06-03 23:00:00,2023,6,3,23,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.055,57.1,17.9,141.0,6.7
43237,2023-06-03 23:00:00,2023,6,3,23,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.046,64.1,17.6,175.0,7.5
43235,2023-06-03 22:00:00,2023,6,3,22,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.065,47.4,18.9,128.0,7.9
43234,2023-06-03 22:00:00,2023,6,3,22,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.053,52.4,18.8,164.0,6.5
43232,2023-06-03 21:00:00,2023,6,3,21,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.072,42.3,20.3,108.0,7.9
43231,2023-06-03 21:00:00,2023,6,3,21,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.065,42.9,19.9,129.0,11.7
43229,2023-06-03 20:00:00,2023,6,3,20,Summer,51.08272,-114.138994,Calgary Varsity,7.0,0.078,35.8,21.9,100.0,7.0
43228,2023-06-03 20:00:00,2023,6,3,20,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.073,38.4,21.3,110.0,11.6
43226,2023-06-03 19:00:00,2023,6,3,19,Summer,51.08272,-114.138994,Calgary Varsity,7.0,0.079,32.5,22.2,88.0,7.8
43225,2023-06-03 19:00:00,2023,6,3,19,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.073,31.8,22.1,104.0,9.1
43222,2023-06-03 18:00:00,2023,6,3,18,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.074,33.8,22.3,100.0,11.2
43223,2023-06-03 18:00:00,2023,6,3,18,Summer,51.08272,-114.138994,Calgary Varsity,7.0,0.08,29.3,23.6,81.0,8.1
43220,2023-06-03 17:00:00,2023,6,3,17,Summer,51.08272,-114.138994,Calgary Varsity,7.0,0.08,28.2,23.5,116.0,5.9
43219,2023-06-03 17:00:00,2023,6,3,17,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.072,27.1,23.2,77.0,7.1
43217,2023-06-03 16:00:00,2023,6,3,16,Summer,51.08272,-114.138994,Calgary Varsity,7.0,0.081,32.4,22.7,101.0,6.7
43216,2023-06-03 16:00:00,2023,6,3,16,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.073,31.1,22.5,91.0,7.3
43214,2023-06-03 15:00:00,2023,6,3,15,Summer,51.08272,-114.138994,Calgary Varsity,7.0,0.08,33.3,22.5,107.0,7.0
43213,2023-06-03 15:00:00,2023,6,3,15,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.072,34.7,21.9,114.0,8.0
43211,2023-06-03 14:00:00,2023,6,3,14,Summer,51.08272,-114.138994,Calgary Varsity,7.0,0.078,32.1,22.4,123.0,6.4
43210,2023-06-03 14:00:00,2023,6,3,14,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.071,34.7,21.9,104.0,10.4
43207,2023-06-03 13:00:00,2023,6,3,13,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.069,35.5,21.6,134.0,5.3
43208,2023-06-03 13:00:00,2023,6,3,13,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.071,36.7,21.6,119.0,5.6
43204,2023-06-03 12:00:00,2023,6,3,12,Summer,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.051,42.8,20.5,82.0,4.5
43205,2023-06-03 12:00:00,2023,6,3,12,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.063,40.9,20.2,134.0,5.6
43201,2023-06-03 11:00:00,2023,6,3,11,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.027,50.5,18.0,289.0,0.4
43202,2023-06-03 11:00:00,2023,6,3,11,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.047,52.1,16.9,212.0,0.9
43198,2023-06-03 10:00:00,2023,6,3,10,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.017,63.3,15.9,345.0,3.8
43199,2023-06-03 10:00:00,2023,6,3,10,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.028,64.4,13.5,295.0,3.9
43196,2023-06-03 09:00:00,2023,6,3,9,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.024,71.8,11.3,288.0,5.2
43195,2023-06-03 09:00:00,2023,6,3,9,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.013,69.7,14.6,3.0,3.3
43193,2023-06-03 08:00:00,2023,6,3,8,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.025,76.4,9.7,294.0,5.1
43192,2023-06-03 08:00:00,2023,6,3,8,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.011,92.2,12.5,341.0,2.4
43189,2023-06-03 07:00:00,2023,6,3,7,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.004,99.4,9.6,337.0,2.7
43190,2023-06-03 07:00:00,2023,6,3,7,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.016,79.9,8.8,297.0,4.0
43187,2023-06-03 06:00:00,2023,6,3,6,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.019,80.3,8.8,292.0,4.6
43181,2023-06-03 04:00:00,2023,6,3,4,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.023,74.3,10.7,276.0,1.7
43178,2023-06-03 03:00:00,2023,6,3,3,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.026,70.4,11.9,324.0,1.1
43175,2023-06-03 02:00:00,2023,6,3,2,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.033,64.1,13.4,358.0,0.8
43172,2023-06-03 01:00:00,2023,6,3,1,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.046,56.5,15.3,83.0,1.9
43171,2023-06-03 01:00:00,2023,6,3,1,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.03,80.3,13.0,141.0,1.1
43168,2023-06-03 00:00:00,2023,6,3,0,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.035,67.8,14.1,130.0,1.9
43169,2023-06-03 00:00:00,2023,6,3,0,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.053,51.2,16.8,75.0,3.7
43166,2023-06-02 23:00:00,2023,6,2,23,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.061,46.8,17.9,89.0,3.5
43165,2023-06-02 23:00:00,2023,6,2,23,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.049,52.7,16.9,129.0,3.1
43163,2023-06-02 22:00:00,2023,6,2,22,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.068,42.0,19.0,131.0,4.7
43162,2023-06-02 22:00:00,2023,6,2,22,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.061,44.1,18.8,120.0,4.9
43160,2023-06-02 21:00:00,2023,6,2,21,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.069,39.5,19.6,145.0,6.6
43159,2023-06-02 21:00:00,2023,6,2,21,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.064,41.0,19.6,136.0,5.5
43156,2023-06-02 20:00:00,2023,6,2,20,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.064,39.2,19.7,127.0,7.5
43157,2023-06-02 20:00:00,2023,6,2,20,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.068,38.2,19.8,121.0,6.6
43153,2023-06-02 19:00:00,2023,6,2,19,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.065,38.3,20.0,117.0,10.5
43154,2023-06-02 19:00:00,2023,6,2,19,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.069,38.2,20.4,117.0,7.8
43151,2023-06-02 18:00:00,2023,6,2,18,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.071,36.1,20.7,119.0,7.3
43150,2023-06-02 18:00:00,2023,6,2,18,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.065,39.4,20.1,111.0,8.0
43148,2023-06-02 17:00:00,2023,6,2,17,Summer,51.08272,-114.138994,Calgary Varsity,5.0,0.072,36.2,20.6,114.0,7.1
43147,2023-06-02 17:00:00,2023,6,2,17,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.065,38.1,20.3,105.0,6.4
43145,2023-06-02 16:00:00,2023,6,2,16,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.073,37.7,20.0,143.0,5.6
43144,2023-06-02 16:00:00,2023,6,2,16,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.064,40.3,19.9,120.0,6.2
43142,2023-06-02 15:00:00,2023,6,2,15,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.07,40.9,19.5,104.0,6.4
43141,2023-06-02 15:00:00,2023,6,2,15,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.064,41.6,19.2,119.0,6.2
43138,2023-06-02 14:00:00,2023,6,2,14,Summer,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.061,44.2,18.3,119.0,5.0
43139,2023-06-02 14:00:00,2023,6,2,14,Summer,51.08272,-114.138994,Calgary Varsity,4.0,0.064,44.1,18.3,58.0,6.8
43135,2023-06-02 13:00:00,2023,6,2,13,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.052,46.6,17.6,108.0,5.2
43136,2023-06-02 13:00:00,2023,6,2,13,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.056,46.5,17.6,114.0,6.1
43133,2023-06-02 12:00:00,2023,6,2,12,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.054,50.3,16.6,65.0,4.6
43132,2023-06-02 12:00:00,2023,6,2,12,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.046,48.2,16.8,350.0,3.9
43130,2023-06-02 11:00:00,2023,6,2,11,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.047,55.4,15.1,91.0,2.3
43129,2023-06-02 11:00:00,2023,6,2,11,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.041,57.1,15.5,359.0,3.2
43126,2023-06-02 10:00:00,2023,6,2,10,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.034,68.6,13.6,2.0,3.5
43127,2023-06-02 10:00:00,2023,6,2,10,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.042,63.5,13.1,275.0,3.0
43124,2023-06-02 09:00:00,2023,6,2,9,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.025,77.2,9.9,284.0,6.1
43123,2023-06-02 09:00:00,2023,6,2,9,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.024,86.4,11.5,332.0,9.8
43121,2023-06-02 08:00:00,2023,6,2,8,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.023,84.4,7.9,305.0,7.5
43120,2023-06-02 08:00:00,2023,6,2,8,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.014,99.7,9.5,341.0,7.6
43117,2023-06-02 07:00:00,2023,6,2,7,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.004,99.4,6.4,315.0,1.9
43118,2023-06-02 07:00:00,2023,6,2,7,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.015,89.8,5.9,305.0,4.4
43115,2023-06-02 06:00:00,2023,6,2,6,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.019,90.5,5.3,301.0,2.9
43109,2023-06-02 04:00:00,2023,6,2,4,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.027,88.6,5.8,290.0,3.8
43108,2023-06-02 04:00:00,2023,6,2,4,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.015,99.5,6.5,0.0,2.6
43105,2023-06-02 03:00:00,2023,6,2,3,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.017,99.5,6.9,341.0,3.1
43106,2023-06-02 03:00:00,2023,6,2,3,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.028,87.4,6.2,301.0,3.9
43103,2023-06-02 02:00:00,2023,6,2,2,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.029,86.1,6.7,285.0,3.6
43102,2023-06-02 02:00:00,2023,6,2,2,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.019,99.7,7.2,349.0,1.4
43100,2023-06-02 01:00:00,2023,6,2,1,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.031,83.2,7.3,314.0,2.6
43099,2023-06-02 01:00:00,2023,6,2,1,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.028,99.8,8.3,352.0,3.8
43097,2023-06-02 00:00:00,2023,6,2,0,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.039,78.7,8.6,319.0,4.6
43096,2023-06-02 00:00:00,2023,6,2,0,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.036,95.1,9.4,338.0,8.3
43093,2023-06-01 23:00:00,2023,6,1,23,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.034,89.8,10.1,343.0,9.8
43094,2023-06-01 23:00:00,2023,6,1,23,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.044,76.8,9.5,330.0,7.8
43090,2023-06-01 22:00:00,2023,6,1,22,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.035,88.0,10.4,346.0,12.7
43091,2023-06-01 22:00:00,2023,6,1,22,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.041,76.4,9.7,322.0,7.3
43088,2023-06-01 21:00:00,2023,6,1,21,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.041,75.0,10.0,331.0,8.1
43087,2023-06-01 21:00:00,2023,6,1,21,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.034,86.3,10.6,343.0,13.3
43085,2023-06-01 20:00:00,2023,6,1,20,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.041,74.6,10.0,347.0,10.9
43084,2023-06-01 20:00:00,2023,6,1,20,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.034,86.3,10.6,358.0,16.1
43082,2023-06-01 19:00:00,2023,6,1,19,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.04,74.5,10.2,339.0,12.5
43081,2023-06-01 19:00:00,2023,6,1,19,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.032,87.9,10.7,354.0,16.1
43079,2023-06-01 18:00:00,2023,6,1,18,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.04,75.6,10.0,338.0,11.3
43078,2023-06-01 18:00:00,2023,6,1,18,Summer,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.033,88.8,10.6,355.0,16.6
43075,2023-06-01 17:00:00,2023,6,1,17,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.033,87.9,10.6,342.0,17.8
43076,2023-06-01 17:00:00,2023,6,1,17,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.04,75.2,10.0,338.0,13.0
43072,2023-06-01 16:00:00,2023,6,1,16,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.033,90.9,10.2,343.0,19.8
43073,2023-06-01 16:00:00,2023,6,1,16,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.04,76.6,9.5,327.0,12.4
43070,2023-06-01 15:00:00,2023,6,1,15,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.039,77.6,9.1,317.0,11.7
43069,2023-06-01 15:00:00,2023,6,1,15,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.033,91.3,10.2,342.0,21.6
43067,2023-06-01 14:00:00,2023,6,1,14,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.037,77.8,9.1,311.0,11.6
43066,2023-06-01 14:00:00,2023,6,1,14,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.032,94.0,9.9,341.0,22.2
43063,2023-06-01 13:00:00,2023,6,1,13,Summer,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.031,91.5,10.1,341.0,24.8
43064,2023-06-01 13:00:00,2023,6,1,13,Summer,51.08272,-114.138994,Calgary Varsity,2.0,0.034,75.5,9.7,322.0,13.6
43061,2023-06-01 12:00:00,2023,6,1,12,Summer,51.08272,-114.138994,Calgary Varsity,3.0,0.034,75.8,9.9,319.0,13.1
